,Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HTR,FTR,WHH,WHD,WHA,diff_shots,diff_on_target
379,2001-05-19,37,25,9.0,15.0,3.0,6.0,3.0,6.0,1,H,2.62,3.3,2.25,-6.0,-3.0
372,2001-05-19,15,20,7.0,13.0,2.0,6.0,3.0,11.0,2,D,3.6,3.3,1.83,-6.0,-4.0
373,2001-05-19,16,35,18.0,11.0,8.0,4.0,5.0,6.0,1,D,2.75,3.25,2.2,7.0,4.0
374,2001-05-19,21,22,24.0,8.0,11.0,5.0,12.0,5.0,1,H,1.25,5.0,8.0,16.0,6.0
375,2001-05-19,24,12,3.0,9.0,1.0,3.0,8.0,7.0,1,A,4.0,3.1,1.8,-6.0,-2.0
378,2001-05-19,33,0,11.0,8.0,7.0,5.0,7.0,5.0,0,H,2.62,3.5,2.2,3.0,2.0
371,2001-05-19,13,7,15.0,10.0,7.0,3.0,9.0,3.0,1,D,1.61,3.5,4.5,5.0,4.0
1882,2013-05-19,12,16,20.0,16.0,10.0,9.0,7.0,4.0,1,H,1.73,3.6,4.8,4.0,1.0
1883,2013-05-19,23,30,27.0,10.0,20.0,3.0,14.0,0.0,2,H,1.25,5.5,12.0,17.0,17.0
1884,2013-05-19,24,28,12.0,12.0,5.0,7.0,7.0,7.0,1,A,1.33,5.0,9.0,0.0,-2.0
1885,2013-05-19,27,0,7.0,9.0,2.0,3.0,4.0,4.0,1,A,5.5,4.33,1.53,-2.0,-1.0
1886,2013-05-19,33,34,11.0,7.0,7.0,3.0,3.0,4.0,1,D,1.8,3.25,5.0,4.0,4.0
1887,2013-05-19,36,17,19.0,8.0,11.0,6.0,8.0,0.0,0,A,1.8,3.6,4.33,11.0,5.0
1889,2013-05-19,39,25,15.0,12.0,8.0,8.0,3.0,5.0,0,D,4.33,3.5,1.83,3.0,0.0
1891,2013-05-19,41,1,12.0,5.0,6.0,2.0,4.0,2.0,2,D,2.15,3.3,3.4,7.0,4.0
1888,2013-05-19,37,35,23.0,6.0,19.0,4.0,14.0,1.0,1,H,1.3,5.0,11.0,17.0,15.0
1890,2013-05-19,40,31,21.0,17.0,12.0,7.0,6.0,4.0,2,H,1.7,3.4,5.5,4.0,5.0
6,2000-08-19,23,7,16.0,3.0,10.0,2.0,6.0,1.0,1,H,1.33,4.0,8.0,13.0,8.0
7,2000-08-19,35,0,8.0,14.0,2.0,7.0,2.0,9.0,1,H,3.75,3.0,1.9,-6.0,-5.0
8,2000-08-19,37,20,20.0,15.0,6.0,5.0,3.0,4.0,2,H,1.44,3.6,6.5,5.0,1.0
5,2000-08-19,22,1,5.0,5.0,4.0,3.0,5.0,4.0,1,D,2.4,3.25,2.5,0.0,1.0
4,2000-08-19,21,16,17.0,12.0,8.0,6.0,6.0,4.0,2,H,1.61,3.5,4.5,5.0,2.0
3,2000-08-19,15,33,6.0,13.0,4.0,6.0,5.0,8.0,0,D,2.0,3.2,3.2,-7.0,-2.0
2,2000-08-19,13,26,6.0,16.0,3.0,9.0,8.0,4.0,1,A,2.3,3.2,2.62,-10.0,-6.0
1,2000-08-19,12,40,17.0,12.0,10.0,5.0,7.0,7.0,2,H,1.44,3.6,6.5,5.0,5.0
0,2000-08-19,11,24,17.0,8.0,14.0,4.0,6.0,6.0,2,H,2.1,3.2,3.1,9.0,10.0
388,2001-08-19,12,27,13.0,9.0,8.0,3.0,12.0,7.0,2,D,1.57,3.25,5.5,4.0,5.0
389,2001-08-19,25,17,12.0,8.0,6.0,5.0,6.0,4.0,1,H,1.28,4.33,8.5,4.0,1.0
5206,2006-08-19,0,1,19.0,5.0,11.0,3.0,18.0,1.0,1,D,1.28,4.5,8.0,14.0,8.0
5208,2006-08-19,16,38,6.0,12.0,2.0,8.0,0.0,6.0,2,H,1.57,3.3,5.5,-6.0,-6.0
5209,2006-08-19,27,41,9.0,14.0,8.0,9.0,4.0,11.0,2,H,1.72,3.2,4.33,-5.0,-1.0
5210,2006-08-19,29,3,21.0,9.0,16.0,7.0,6.0,2.0,2,H,2.2,3.1,2.87,12.0,9.0
5211,2006-08-19,31,26,14.0,7.0,9.0,5.0,8.0,2.0,1,H,2.25,3.1,2.8,7.0,4.0
5212,2006-08-19,32,23,5.0,12.0,3.0,7.0,0.0,12.0,1,D,5.5,3.5,1.53,-7.0,-4.0
5213,2006-08-19,40,11,16.0,4.0,5.0,2.0,6.0,0.0,0,H,1.9,3.1,3.6,12.0,3.0
5207,2006-08-19,5,37,8.0,9.0,6.0,6.0,6.0,3.0,2,H,2.6,3.1,2.4,-1.0,0.0
6250,2009-08-19,2,29,9.0,9.0,5.0,4.0,4.0,5.0,1,H,2.05,3.25,3.75,0.0,1.0
6251,2009-08-19,9,25,8.0,18.0,2.0,9.0,1.0,12.0,2,H,11.0,4.5,1.33,-10.0,-7.0
6252,2009-08-19,19,37,9.0,18.0,7.0,12.0,6.0,5.0,0,A,4.0,3.2,2.0,-9.0,-5.0
6253,2009-08-19,23,34,18.0,6.0,13.0,3.0,11.0,5.0,2,H,1.25,5.0,15.0,12.0,10.0
1520,2012-08-19,41,12,12.0,5.0,4.0,3.0,7.0,1.0,0,A,5.5,3.6,1.67,7.0,1.0
1519,2012-08-19,24,33,20.0,9.0,15.0,6.0,7.0,3.0,2,H,1.2,6.0,15.0,11.0,9.0
1901,2013-08-19,24,27,20.0,5.0,11.0,1.0,8.0,1.0,2,H,1.29,5.5,10.0,15.0,10.0
3041,2016-08-19,25,33,12.0,13.0,5.0,1.0,4.0,0.0,2,H,1.44,4.33,7.5,-1.0,4.0
4468,2002-08-19,27,40,13.0,7.0,10.0,4.0,7.0,1.0,1,H,1.57,3.5,5.0,6.0,6.0
3425,2017-08-19,33,40,14.0,16.0,5.0,8.0,7.0,2.0,2,H,1.7,3.6,4.5,-2.0,-3.0
3427,2017-08-19,36,25,6.0,17.0,1.0,8.0,3.0,5.0,0,A,10.0,4.5,1.36,-11.0,-7.0
3424,2017-08-19,23,14,23.0,4.0,13.0,1.0,4.0,2.0,1,H,1.33,4.5,9.0,19.0,12.0
3426,2017-08-19,34,0,11.0,18.0,4.0,6.0,2.0,9.0,1,H,4.5,3.5,1.8,-7.0,-2.0
3423,2017-08-19,22,8,14.0,5.0,4.0,2.0,6.0,2.0,2,H,1.73,3.3,5.5,9.0,2.0
3422,2017-08-19,9,39,20.0,8.0,0.0,1.0,5.0,5.0,1,A,2.4,3.0,3.0,12.0,-1.0
3421,2017-08-19,6,38,6.0,19.0,2.0,7.0,8.0,5.0,1,A,1.95,3.4,4.0,-13.0,-5.0
3807,2018-08-19,8,25,6.0,9.0,3.0,3.0,3.0,5.0,2,H,4.8,3.6,1.75,-3.0,0.0
3808,2018-08-19,9,38,8.0,9.0,3.0,6.0,5.0,2.0,1,A,2.38,3.0,3.25,-1.0,-3.0
3809,2018-08-19,24,18,32.0,5.0,14.0,1.0,10.0,3.0,2,H,1.06,12.0,29.0,27.0,13.0
4190,2019-08-19,42,25,6.0,9.0,2.0,2.0,4.0,6.0,0,D,3.3,3.25,2.3,-3.0,0.0
427,2001-09-19,3,5,20.0,10.0,8.0,5.0,10.0,2.0,1,D,1.83,3.3,3.6,10.0,3.0
428,2001-09-19,35,37,14.0,13.0,8.0,6.0,11.0,4.0,0,A,1.9,3.25,3.4,1.0,2.0
4881,2005-09-19,0,16,11.0,4.0,4.0,2.0,4.0,0.0,2,H,1.33,4.0,8.0,7.0,2.0
6288,2009-09-19,19,2,16.0,14.0,11.0,9.0,10.0,8.0,1,A,2.38,3.25,3.0,2.0,2.0
6289,2009-09-19,40,23,8.0,19.0,5.0,15.0,4.0,4.0,1,A,6.5,3.8,1.53,-11.0,-10.0
6284,2009-09-19,0,41,23.0,8.0,11.0,5.0,6.0,4.0,2,H,1.22,5.5,15.0,15.0,6.0
6287,2009-09-19,9,35,10.0,8.0,3.0,5.0,4.0,4.0,1,H,2.88,3.2,2.5,2.0,-2.0
6285,2009-09-19,1,29,7.0,17.0,5.0,12.0,7.0,5.0,2,H,1.4,4.2,9.0,-10.0,-7.0
6286,2009-09-19,5,34,11.0,10.0,5.0,6.0,4.0,6.0,1,D,2.05,3.25,3.75,1.0,-1.0
800,2010-09-19,25,23,16.0,7.0,7.0,1.0,6.0,1.0,2,H,1.67,3.5,5.5,9.0,6.0
799,2010-09-19,12,4,27.0,11.0,15.0,4.0,9.0,6.0,2,H,1.1,9.0,21.0,16.0,11.0
801,2010-09-19,41,24,9.0,11.0,3.0,5.0,3.0,1.0,0,A,4.8,3.6,1.73,-2.0,-2.0
2701,2015-09-19,1,39,13.0,11.0,3.0,6.0,2.0,7.0,0,A,2.3,3.2,3.2,2.0,-3.0
2703,2015-09-19,12,0,22.0,9.0,7.0,2.0,5.0,5.0,1,H,2.4,3.1,3.1,13.0,5.0
2705,2015-09-19,27,38,15.0,13.0,5.0,4.0,5.0,5.0,0,A,2.5,3.2,2.9,2.0,1.0
2704,2015-09-19,24,40,27.0,6.0,8.0,3.0,16.0,3.0,0,A,1.29,5.0,12.0,21.0,5.0
2706,2015-09-19,34,22,11.0,12.0,4.0,5.0,3.0,4.0,2,D,2.5,3.0,3.0,-1.0,-1.0
2707,2015-09-19,36,16,12.0,17.0,3.0,2.0,2.0,4.0,1,D,2.3,3.2,3.2,-5.0,1.0
2702,2015-09-19,6,35,15.0,9.0,5.0,2.0,7.0,3.0,2,H,1.73,3.6,5.0,6.0,3.0
5935,2008-10-19,19,40,12.0,14.0,4.0,5.0,3.0,5.0,1,H,2.4,3.2,3.0,-2.0,-1.0
5936,2008-10-19,34,37,7.0,11.0,3.0,6.0,6.0,1.0,1,H,3.2,3.2,2.3,-4.0,-3.0
6323,2009-10-19,17,19,17.0,5.0,11.0,2.0,7.0,4.0,2,H,1.62,3.75,5.5,12.0,9.0
1963,2013-10-19,12,10,20.0,13.0,7.0,3.0,6.0,9.0,1,H,1.25,5.0,15.0,7.0,4.0
1962,2013-10-19,0,28,20.0,12.0,11.0,6.0,10.0,1.0,2,H,1.3,5.0,11.0,8.0,5.0
1964,2013-10-19,16,19,14.0,9.0,6.0,1.0,5.0,7.0,1,H,1.44,4.0,8.0,5.0,5.0
1965,2013-10-19,25,33,12.0,18.0,5.0,7.0,4.0,4.0,2,D,1.57,3.75,6.0,-6.0,-2.0
1968,2013-10-19,36,35,14.0,6.0,6.0,1.0,7.0,2.0,1,H,1.55,4.0,6.0,8.0,5.0
1967,2013-10-19,34,39,9.0,12.0,3.0,5.0,6.0,6.0,1,D,2.38,3.1,3.1,-3.0,-2.0
1966,2013-10-19,27,23,14.0,23.0,4.0,7.0,3.0,13.0,1,D,4.2,3.6,1.83,-9.0,-3.0
1969,2013-10-19,40,24,11.0,16.0,2.0,9.0,5.0,5.0,0,A,5.5,3.3,1.73,-5.0,-7.0
2349,2014-10-19,30,23,15.0,15.0,6.0,5.0,7.0,2.0,1,A,6.0,3.6,1.62,0.0,1.0
2350,2014-10-19,34,36,17.0,13.0,3.0,5.0,3.0,5.0,1,H,2.5,3.0,3.0,4.0,-2.0
2740,2015-10-19,36,34,14.0,9.0,2.0,2.0,1.0,2.0,0,A,2.05,3.1,4.0,5.0,0.0
4552,2002-10-19,39,2,18.0,7.0,7.0,1.0,12.0,2.0,1,D,2.25,3.2,2.75,11.0,6.0
4550,2002-10-19,24,12,11.0,8.0,8.0,6.0,3.0,7.0,1,A,2.62,3.1,2.37,3.0,2.0
4549,2002-10-19,21,23,12.0,13.0,5.0,6.0,9.0,9.0,1,A,2.87,3.1,2.2,-1.0,-1.0
4551,2002-10-19,35,40,7.0,7.0,2.0,1.0,9.0,4.0,0,A,2.2,3.1,2.87,0.0,1.0
4547,2002-10-19,16,0,10.0,9.0,6.0,3.0,8.0,5.0,1,H,5.5,3.3,1.57,1.0,3.0
4546,2002-10-19,3,27,21.0,5.0,11.0,5.0,7.0,5.0,2,H,2.3,3.1,2.75,16.0,6.0
4548,2002-10-19,17,25,12.0,8.0,6.0,5.0,6.0,1.0,2,D,3.8,3.25,1.8,4.0,1.0
4256,2019-10-19,37,38,12.0,7.0,2.0,2.0,11.0,2.0,0,D,1.4,4.8,8.0,5.0,0.0
4251,2019-10-19,16,40,19.0,8.0,10.0,4.0,11.0,2.0,2,H,1.95,3.6,3.8,11.0,6.0
4252,2019-10-19,1,8,24.0,20.0,8.0,5.0,7.0,5.0,1,H,2.35,3.4,3.0,4.0,3.0
4253,2019-10-19,6,28,11.0,10.0,2.0,1.0,6.0,7.0,1,D,1.73,4.2,4.33,1.0,1.0
4254,2019-10-19,12,27,16.0,5.0,8.0,0.0,11.0,0.0,1,H,1.29,5.5,11.0,11.0,8.0
4255,2019-10-19,22,9,19.0,13.0,3.0,4.0,9.0,4.0,1,H,1.55,4.0,6.5,6.0,-1.0
4257,2019-10-19,42,33,4.0,14.0,1.0,5.0,1.0,3.0,1,D,1.83,3.5,4.5,-10.0,-4.0
4258,2019-10-19,14,24,7.0,21.0,2.0,10.0,1.0,8.0,0,A,13.0,6.5,1.22,-14.0,-8.0
137,2000-11-19,37,23,6.0,9.0,4.0,4.0,6.0,5.0,2,H,2.75,3.2,2.25,-3.0,0.0
497,2001-11-19,11,40,18.0,11.0,9.0,7.0,13.0,4.0,1,D,2.25,3.1,2.8,7.0,2.0
4942,2005-11-19,11,25,18.0,13.0,11.0,7.0,4.0,3.0,0,A,4.33,3.2,1.72,5.0,4.0
4945,2005-11-19,24,3,12.0,5.0,4.0,4.0,4.0,4.0,1,D,1.83,3.2,3.75,7.0,0.0
4946,2005-11-19,35,1,8.0,16.0,6.0,11.0,6.0,5.0,1,A,2.62,3.1,2.37,-8.0,-5.0
4947,2005-11-19,39,16,11.0,11.0,8.0,6.0,4.0,8.0,2,H,2.62,2.9,2.5,0.0,2.0
4948,2005-11-19,41,0,11.0,13.0,5.0,8.0,2.0,2.0,0,A,4.0,3.0,1.83,-2.0,-3.0
4944,2005-11-19,23,29,15.0,7.0,11.0,5.0,7.0,6.0,2,H,1.36,3.75,8.0,8.0,6.0
4943,2005-11-19,12,27,12.0,3.0,4.0,2.0,3.0,5.0,1,H,1.33,4.0,8.0,9.0,2.0
5333,2006-11-19,3,37,6.0,13.0,3.0,5.0,4.0,5.0,2,D,2.37,3.1,2.62,-7.0,-2.0
5334,2006-11-19,41,1,14.0,7.0,5.0,3.0,6.0,6.0,1,D,2.37,3.1,2.62,7.0,2.0
1243,2011-11-19,28,0,7.0,20.0,4.0,14.0,1.0,6.0,1,A,5.5,3.4,1.7,-13.0,-10.0
1241,2011-11-19,16,42,13.0,4.0,9.0,1.0,9.0,1.0,1,H,1.62,3.8,5.5,9.0,8.0
1246,2011-11-19,36,25,9.0,13.0,6.0,7.0,6.0,2.0,0,A,8.0,4.0,1.44,-4.0,-1.0
1245,2011-11-19,35,17,13.0,13.0,8.0,9.0,6.0,7.0,1,D,2.38,3.25,3.0,0.0,-1.0
1242,2011-11-19,24,27,12.0,10.0,9.0,7.0,4.0,5.0,2,H,1.3,5.5,9.5,2.0,2.0
1248,2011-11-19,41,3,21.0,6.0,11.0,2.0,7.0,3.0,2,D,2.45,3.3,2.9,15.0,9.0
1244,2011-11-19,34,30,17.0,9.0,7.0,8.0,9.0,5.0,0,A,1.75,3.6,4.75,8.0,-1.0
1247,2011-11-19,39,5,16.0,8.0,9.0,6.0,7.0,5.0,1,H,2.0,3.4,3.75,8.0,3.0
1630,2012-11-19,40,34,16.0,12.0,11.0,6.0,12.0,4.0,0,D,2.05,3.25,3.8,4.0,5.0
3142,2016-11-19,16,36,14.0,5.0,6.0,3.0,10.0,3.0,0,D,1.57,4.0,6.5,9.0,3.0
3148,2016-11-19,38,22,10.0,10.0,3.0,2.0,4.0,6.0,2,H,2.8,3.1,2.75,0.0,1.0
3144,2016-11-19,33,23,3.0,15.0,0.0,2.0,1.0,8.0,1,D,3.4,3.4,2.2,-12.0,-2.0
3145,2016-11-19,34,6,14.0,9.0,6.0,2.0,3.0,4.0,0,A,2.3,3.3,3.3,5.0,4.0
3147,2016-11-19,37,40,14.0,11.0,6.0,3.0,4.0,5.0,0,H,1.5,4.33,7.0,3.0,3.0
3146,2016-11-19,35,19,11.0,17.0,4.0,7.0,2.0,8.0,2,H,2.15,3.2,3.8,-6.0,-3.0
3143,2016-11-19,25,0,12.0,5.0,5.0,1.0,10.0,4.0,1,D,2.62,3.1,3.0,7.0,4.0
3141,2016-11-19,14,24,9.0,10.0,2.0,4.0,2.0,7.0,0,A,6.0,4.2,1.57,-1.0,-2.0
3529,2017-11-19,38,40,17.0,10.0,7.0,6.0,3.0,1.0,2,H,2.1,3.5,3.6,7.0,1.0
543,2001-12-19,21,16,18.0,8.0,7.0,3.0,5.0,2.0,2,H,1.44,3.5,7.0,10.0,4.0
6406,2009-12-19,1,34,17.0,13.0,8.0,5.0,3.0,4.0,1,H,1.4,4.2,9.0,4.0,3.0
6405,2009-12-19,0,19,18.0,6.0,9.0,2.0,8.0,0.0,2,H,1.2,6.0,15.0,12.0,7.0
6407,2009-12-19,3,37,13.0,7.0,9.0,2.0,5.0,0.0,0,A,3.2,3.3,2.15,6.0,7.0
6408,2009-12-19,17,25,10.0,16.0,7.0,4.0,5.0,2.0,2,H,6.5,4.0,1.53,-6.0,3.0
6409,2009-12-19,24,35,11.0,7.0,5.0,5.0,6.0,4.0,2,H,1.44,4.2,7.5,4.0,0.0
6410,2009-12-19,29,23,14.0,7.0,6.0,3.0,8.0,10.0,2,H,6.0,3.8,1.57,7.0,3.0
2811,2015-12-19,12,35,17.0,11.0,7.0,3.0,2.0,2.0,2,H,1.3,5.0,11.0,6.0,4.0
2812,2015-12-19,16,22,13.0,10.0,5.0,5.0,10.0,2.0,1,A,2.1,3.3,3.5,3.0,0.0
2813,2015-12-19,25,28,11.0,6.0,2.0,4.0,11.0,0.0,0,A,1.44,4.2,8.0,5.0,-2.0
2814,2015-12-19,27,1,8.0,10.0,4.0,7.0,3.0,7.0,2,D,2.0,3.2,4.0,-2.0,-3.0
2815,2015-12-19,33,37,11.0,13.0,4.0,6.0,4.0,7.0,0,A,2.7,3.1,2.7,-2.0,-2.0
2817,2015-12-19,39,6,6.0,16.0,2.0,7.0,4.0,8.0,1,A,2.6,3.1,2.8,-10.0,-5.0
2816,2015-12-19,34,14,26.0,12.0,5.0,3.0,7.0,3.0,0,A,2.4,3.1,3.1,14.0,2.0
3200,2016-12-19,16,23,6.0,11.0,1.0,4.0,1.0,6.0,1,A,4.2,3.5,1.95,-5.0,-3.0
229,2001-01-20,22,0,3.0,13.0,0.0,4.0,1.0,9.0,1,D,3.2,3.2,2.0,-10.0,-4.0
226,2001-01-20,13,16,9.0,8.0,5.0,4.0,15.0,3.0,0,A,1.83,3.3,3.6,1.0,1.0
231,2001-01-20,25,1,12.0,5.0,7.0,3.0,7.0,3.0,1,H,1.28,4.33,8.5,7.0,4.0
230,2001-01-20,23,26,22.0,4.0,7.0,2.0,7.0,3.0,1,D,1.4,3.6,7.5,18.0,5.0
225,2001-01-20,12,20,23.0,5.0,10.0,2.0,11.0,1.0,1,H,1.57,3.5,5.0,18.0,8.0
232,2001-01-20,37,33,9.0,9.0,4.0,6.0,6.0,0.0,1,D,1.57,3.5,5.0,0.0,-2.0
228,2001-01-20,21,27,12.0,11.0,5.0,7.0,16.0,1.0,0,A,1.61,3.5,4.5,1.0,-2.0
227,2001-01-20,15,24,9.0,10.0,3.0,4.0,5.0,4.0,1,D,1.8,3.3,3.75,-1.0,-1.0
601,2002-01-20,21,0,6.0,9.0,1.0,6.0,3.0,7.0,1,D,2.5,3.1,2.5,-3.0,-5.0
600,2002-01-20,12,40,22.0,5.0,15.0,4.0,6.0,4.0,2,H,1.61,3.25,5.0,17.0,11.0
5439,2007-01-20,27,40,14.0,12.0,7.0,7.0,10.0,2.0,0,D,1.8,3.25,3.8,2.0,0.0
5441,2007-01-20,31,32,17.0,4.0,10.0,1.0,7.0,2.0,2,H,1.8,3.1,4.0,13.0,9.0
5440,2007-01-20,29,11,9.0,8.0,3.0,5.0,10.0,7.0,1,A,1.57,3.3,5.5,1.0,-2.0
5438,2007-01-20,26,5,10.0,11.0,5.0,5.0,1.0,8.0,2,H,2.4,3.1,2.6,-1.0,0.0
5437,2007-01-20,24,3,13.0,12.0,9.0,5.0,6.0,3.0,0,A,2.1,3.1,3.1,1.0,4.0
5436,2007-01-20,23,12,17.0,11.0,8.0,3.0,3.0,7.0,2,H,2.5,2.9,2.62,6.0,5.0
5435,2007-01-20,17,37,9.0,9.0,3.0,4.0,5.0,6.0,1,D,2.4,3.1,2.6,0.0,-1.0
5434,2007-01-20,1,38,17.0,11.0,6.0,6.0,7.0,6.0,1,H,1.57,3.3,5.5,6.0,0.0
5706,2008-01-20,41,16,14.0,11.0,3.0,6.0,5.0,5.0,0,A,3.0,3.2,2.1,3.0,-3.0
5705,2008-01-20,24,40,11.0,11.0,6.0,5.0,5.0,10.0,1,D,1.83,3.2,3.75,0.0,1.0
6448,2010-01-20,23,37,13.0,7.0,5.0,5.0,2.0,3.0,2,H,2.4,3.3,2.9,6.0,0.0
6447,2010-01-20,0,5,20.0,7.0,14.0,4.0,9.0,3.0,0,H,1.2,6.0,17.0,13.0,10.0
1739,2013-01-20,37,25,23.0,6.0,18.0,4.0,9.0,4.0,0,D,3.0,3.0,2.5,17.0,14.0
1738,2013-01-20,12,0,13.0,12.0,8.0,8.0,3.0,9.0,2,H,1.95,3.3,4.0,1.0,0.0
2111,2014-01-20,39,16,14.0,13.0,6.0,4.0,4.0,2.0,0,D,3.2,3.2,2.3,1.0,2.0
3642,2018-01-20,8,12,10.0,14.0,3.0,10.0,5.0,3.0,0,A,6.5,3.75,1.62,-4.0,-7.0
3643,2018-01-20,9,25,13.0,12.0,2.0,2.0,5.0,4.0,1,A,7.0,3.8,1.57,1.0,0.0
3644,2018-01-20,16,39,9.0,15.0,4.0,5.0,0.0,3.0,0,D,2.15,3.1,4.0,-6.0,-1.0
3646,2018-01-20,24,27,21.0,6.0,9.0,4.0,18.0,0.0,2,H,1.12,9.0,26.0,15.0,5.0
3647,2018-01-20,34,18,11.0,6.0,6.0,3.0,3.0,2.0,1,H,2.05,3.3,4.0,5.0,3.0
3648,2018-01-20,40,6,12.0,8.0,4.0,3.0,6.0,3.0,1,D,2.0,3.5,4.0,4.0,1.0
3641,2018-01-20,0,14,16.0,9.0,10.0,5.0,5.0,10.0,2,H,1.5,4.33,7.0,7.0,5.0
3645,2018-01-20,22,38,9.0,11.0,5.0,3.0,4.0,5.0,2,H,1.85,3.75,4.33,-2.0,2.0
4020,2019-01-20,18,24,5.0,12.0,2.0,4.0,1.0,4.0,0,A,19.0,8.0,1.14,-7.0,-2.0
4019,2019-01-20,17,37,12.0,14.0,4.0,5.0,7.0,10.0,2,A,5.5,3.6,1.73,-2.0,-1.0
6495,2010-02-20,40,19,20.0,7.0,12.0,3.0,9.0,2.0,2,H,1.75,3.3,4.4,13.0,9.0
6496,2010-02-20,42,12,11.0,7.0,7.0,2.0,1.0,5.0,0,A,10.0,4.5,1.28,4.0,5.0
6492,2010-02-20,0,35,16.0,6.0,10.0,4.0,7.0,1.0,2,H,1.2,5.5,12.0,10.0,6.0
6494,2010-02-20,29,34,15.0,14.0,12.0,7.0,7.0,7.0,2,A,2.3,3.25,2.8,1.0,5.0
6493,2010-02-20,16,25,11.0,11.0,7.0,5.0,4.0,12.0,1,H,4.6,3.25,1.73,0.0,2.0
1017,2011-02-20,39,42,19.0,6.0,11.0,2.0,12.0,1.0,0,D,1.91,3.2,4.5,13.0,9.0
6534,2010-03-20,34,37,8.0,16.0,4.0,9.0,6.0,7.0,1,A,3.5,3.3,2.1,-8.0,-5.0
6533,2010-03-20,29,19,18.0,9.0,10.0,5.0,11.0,1.0,1,H,2.1,3.3,3.5,9.0,5.0
6532,2010-03-20,16,5,18.0,6.0,11.0,4.0,6.0,3.0,1,H,1.53,3.8,6.5,12.0,7.0
6531,2010-03-20,1,42,11.0,7.0,3.0,4.0,7.0,5.0,0,D,1.4,4.2,9.0,4.0,-1.0
6530,2010-03-20,0,40,9.0,8.0,5.0,4.0,4.0,2.0,2,H,1.22,5.5,15.0,1.0,1.0
6535,2010-03-20,35,2,11.0,21.0,9.0,14.0,7.0,10.0,2,H,2.1,3.3,3.5,-10.0,-5.0
6536,2010-03-20,41,9,21.0,13.0,11.0,8.0,5.0,3.0,1,H,1.73,3.5,5.0,8.0,3.0
1049,2011-03-20,35,23,3.0,10.0,1.0,4.0,3.0,6.0,0,A,2.62,3.1,2.8,-7.0,-3.0
1048,2011-03-20,12,24,16.0,5.0,11.0,2.0,5.0,1.0,1,H,1.62,3.6,6.0,11.0,9.0
1416,2012-03-20,3,35,16.0,2.0,9.0,0.0,7.0,8.0,1,H,2.4,3.3,2.9,14.0,9.0
2953,2016-03-20,37,6,17.0,2.0,8.0,0.0,4.0,5.0,2,H,1.57,3.75,6.5,15.0,8.0
2952,2016-03-20,33,23,16.0,18.0,5.0,9.0,3.0,5.0,0,H,2.75,3.0,2.75,-2.0,-4.0
2951,2016-03-20,27,35,17.0,14.0,8.0,4.0,2.0,5.0,0,D,2.2,3.1,3.5,3.0,4.0
2950,2016-03-20,24,25,26.0,5.0,2.0,3.0,11.0,5.0,0,A,1.85,3.4,4.5,21.0,-1.0
718,2002-04-20,5,37,13.0,10.0,6.0,4.0,13.0,3.0,0,D,2.25,3.2,2.75,3.0,2.0
720,2002-04-20,21,17,9.0,7.0,4.0,4.0,1.0,4.0,1,A,1.53,3.25,6.0,2.0,0.0
721,2002-04-20,22,1,10.0,16.0,7.0,11.0,5.0,4.0,0,D,2.62,3.1,2.37,-6.0,-4.0
722,2002-04-20,23,15,13.0,4.0,5.0,1.0,9.0,4.0,2,H,1.22,5.0,9.5,9.0,4.0
723,2002-04-20,26,3,8.0,9.0,2.0,5.0,7.0,9.0,0,A,2.0,3.2,3.2,-1.0,-3.0
719,2002-04-20,12,25,7.0,6.0,2.0,5.0,12.0,5.0,0,A,2.8,3.1,2.25,1.0,-3.0
724,2002-04-20,27,11,12.0,4.0,8.0,1.0,8.0,7.0,2,H,1.33,4.0,8.0,8.0,7.0
725,2002-04-20,33,16,6.0,7.0,0.0,5.0,1.0,7.0,0,A,1.9,3.1,3.6,-1.0,-5.0
726,2002-04-20,40,35,16.0,10.0,7.0,5.0,9.0,6.0,2,H,1.72,3.25,4.2,6.0,2.0
5827,2008-04-20,24,29,16.0,12.0,10.0,6.0,6.0,3.0,2,H,2.25,3.2,2.75,4.0,4.0
5826,2008-04-20,1,2,16.0,11.0,9.0,6.0,7.0,8.0,2,H,1.8,3.1,4.0,5.0,3.0
5828,2008-04-20,27,35,8.0,12.0,4.0,8.0,4.0,4.0,2,H,1.83,3.0,4.0,-4.0,-4.0
1077,2011-04-20,12,2,17.0,6.0,7.0,3.0,7.0,4.0,2,H,1.22,6.0,13.0,11.0,4.0
1078,2011-04-20,37,0,16.0,13.0,9.0,9.0,7.0,6.0,0,D,2.8,3.3,2.5,3.0,0.0
1844,2013-04-20,39,27,8.0,10.0,4.0,6.0,15.0,2.0,0,D,2.3,3.2,3.2,-2.0,-2.0
1840,2013-04-20,28,31,19.0,14.0,9.0,6.0,8.0,8.0,1,H,1.75,3.4,5.0,5.0,3.0
1841,2013-04-20,30,34,25.0,11.0,11.0,4.0,5.0,5.0,0,A,2.3,3.2,3.2,14.0,7.0
1842,2013-04-20,35,16,8.0,8.0,4.0,5.0,3.0,10.0,2,H,3.2,3.2,2.3,0.0,-1.0
1839,2013-04-20,17,0,7.0,10.0,5.0,7.0,7.0,3.0,0,A,4.5,3.5,1.8,-3.0,-2.0
1845,2013-04-20,40,41,17.0,18.0,11.0,10.0,3.0,6.0,2,H,2.3,3.2,3.2,-1.0,1.0
