,Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HTR,FTR,WHH,WHD,WHA,diff_shots,diff_on_target
412,2001-08-09,26,27,8.0,8.0,4.0,5.0,3.0,3.0,1,A,2.37,3.1,2.62,0.0,-1.0
413,2001-08-09,35,3,11.0,10.0,4.0,4.0,4.0,10.0,1,H,1.8,3.3,3.75,1.0,0.0
5972,2008-08-11,40,16,15.0,12.0,13.0,7.0,9.0,4.0,1,A,2.5,3.3,2.8,3.0,6.0
5973,2008-08-11,41,34,22.0,2.0,14.0,1.0,6.0,3.0,1,D,1.73,3.5,5.0,20.0,13.0
5968,2008-08-11,0,25,11.0,17.0,7.0,9.0,5.0,6.0,2,H,3.1,3.1,2.4,-6.0,-2.0
5970,2008-08-11,23,39,11.0,4.0,10.0,2.0,3.0,7.0,2,H,1.22,5.5,15.0,7.0,8.0
5969,2008-08-11,19,5,16.0,10.0,11.0,6.0,6.0,7.0,1,A,2.2,3.2,3.4,6.0,5.0
5971,2008-08-11,35,29,9.0,10.0,6.0,5.0,8.0,3.0,2,A,2.3,3.3,3.1,-1.0,1.0
6351,2009-08-11,19,34,16.0,7.0,8.0,4.0,4.0,2.0,0,H,2.8,3.3,2.5,9.0,4.0
6350,2009-08-11,12,25,12.0,21.0,9.0,10.0,0.0,7.0,1,H,2.05,3.25,3.75,-9.0,-1.0
6352,2009-08-11,40,16,16.0,9.0,7.0,6.0,5.0,4.0,0,A,2.4,3.3,2.9,7.0,1.0
6353,2009-08-11,41,17,19.0,7.0,12.0,3.0,10.0,6.0,1,D,2.37,3.25,3.0,12.0,9.0
2372,2014-08-11,9,19,14.0,12.0,3.0,1.0,7.0,1.0,1,H,2.6,3.0,2.9,2.0,2.0
2373,2014-08-11,23,12,12.0,15.0,4.0,5.0,5.0,7.0,1,A,3.4,3.0,2.3,-3.0,-1.0
2374,2014-08-11,25,14,23.0,6.0,5.0,1.0,11.0,4.0,1,H,1.33,4.8,10.0,17.0,4.0
2376,2014-08-11,33,22,18.0,5.0,6.0,0.0,13.0,4.0,1,H,1.44,4.0,8.0,13.0,6.0
2375,2014-08-11,30,24,17.0,23.0,4.0,6.0,7.0,7.0,1,D,7.0,4.0,1.5,-6.0,-2.0
2377,2014-08-11,40,1,21.0,12.0,5.0,4.0,13.0,2.0,1,D,1.75,3.4,5.0,9.0,1.0
2768,2015-08-11,0,37,10.0,14.0,4.0,4.0,7.0,6.0,0,D,1.75,3.4,5.0,-4.0,0.0
2769,2015-08-11,1,24,3.0,13.0,0.0,3.0,3.0,8.0,1,D,8.0,4.0,1.44,-10.0,-3.0
2770,2015-08-11,23,14,22.0,9.0,4.0,4.0,14.0,6.0,1,A,1.7,3.2,6.0,13.0,0.0
4281,2019-08-11,28,38,17.0,12.0,5.0,2.0,10.0,4.0,0,A,2.62,3.5,2.6,5.0,3.0
522,2001-08-12,17,16,10.0,5.0,4.0,3.0,6.0,7.0,2,H,1.72,3.1,4.5,5.0,1.0
523,2001-08-12,22,33,8.0,10.0,4.0,5.0,5.0,4.0,0,A,2.0,3.0,3.4,-2.0,-1.0
525,2001-08-12,25,40,17.0,8.0,6.0,4.0,12.0,4.0,1,A,1.33,3.8,9.0,9.0,2.0
520,2001-08-12,11,37,11.0,14.0,6.0,5.0,9.0,9.0,2,H,2.8,3.1,2.25,-3.0,1.0
521,2001-08-12,15,5,16.0,6.0,6.0,3.0,5.0,4.0,1,H,2.37,3.1,2.62,10.0,3.0
524,2001-08-12,23,26,8.0,4.0,5.0,2.0,4.0,6.0,2,H,1.4,3.6,7.5,4.0,3.0
5628,2007-08-12,1,29,14.0,12.0,6.0,8.0,7.0,5.0,0,A,1.95,3.1,3.5,2.0,-2.0
5633,2007-08-12,31,23,7.0,15.0,4.0,5.0,7.0,7.0,1,H,5.0,3.3,1.62,-8.0,-1.0
5632,2007-08-12,27,2,17.0,7.0,9.0,4.0,6.0,5.0,1,H,1.91,3.2,3.5,10.0,5.0
5629,2007-08-12,12,35,11.0,9.0,4.0,2.0,10.0,2.0,2,H,1.14,5.5,15.0,2.0,2.0
5630,2007-08-12,16,17,15.0,6.0,11.0,4.0,12.0,7.0,1,H,1.57,3.3,5.5,9.0,7.0
5631,2007-08-12,25,15,23.0,10.0,12.0,6.0,9.0,3.0,2,H,1.1,6.5,17.0,13.0,6.0
6017,2008-08-12,40,37,11.0,17.0,4.0,12.0,7.0,5.0,1,A,2.7,3.2,2.6,-6.0,-8.0
1665,2012-08-12,36,28,21.0,10.0,10.0,8.0,6.0,2.0,0,A,1.85,3.3,4.5,11.0,2.0
1666,2012-08-12,41,30,14.0,8.0,9.0,4.0,11.0,4.0,1,D,2.45,3.1,3.0,6.0,5.0
1664,2012-08-12,35,12,14.0,11.0,10.0,5.0,11.0,1.0,0,A,4.8,3.4,1.8,3.0,5.0
1663,2012-08-12,33,31,18.0,6.0,9.0,2.0,7.0,4.0,1,H,1.95,3.3,4.0,12.0,7.0
1662,2012-08-12,1,34,9.0,1.0,5.0,0.0,3.0,2.0,1,D,2.5,3.2,2.8,8.0,5.0
1661,2012-08-12,0,39,16.0,7.0,7.0,2.0,7.0,4.0,2,H,1.57,3.8,6.0,9.0,5.0
2040,2013-08-12,17,1,22.0,10.0,10.0,2.0,4.0,7.0,2,H,2.75,2.9,2.8,12.0,8.0
2039,2013-08-12,0,16,11.0,12.0,5.0,4.0,3.0,2.0,1,D,1.73,3.5,5.0,-1.0,1.0
2421,2014-08-12,33,25,15.0,3.0,4.0,2.0,5.0,1.0,1,A,2.8,3.25,2.7,12.0,2.0
4624,2002-08-12,37,39,10.0,13.0,6.0,7.0,4.0,3.0,2,H,1.4,3.6,7.5,-3.0,-1.0
3946,2018-08-12,22,37,11.0,7.0,3.0,2.0,6.0,5.0,0,A,3.75,3.5,2.0,4.0,1.0
3948,2018-08-12,40,14,13.0,8.0,6.0,4.0,5.0,3.0,0,H,2.25,3.3,3.3,5.0,2.0
3943,2018-08-12,9,8,14.0,14.0,4.0,1.0,2.0,7.0,2,H,2.75,3.1,2.75,0.0,3.0
3945,2018-08-12,12,24,8.0,14.0,5.0,4.0,1.0,13.0,2,H,3.8,3.7,1.95,-6.0,1.0
3947,2018-08-12,25,17,20.0,10.0,11.0,4.0,10.0,3.0,2,H,1.35,5.0,9.0,10.0,7.0
3941,2018-08-12,0,18,14.0,6.0,2.0,0.0,7.0,1.0,1,H,1.25,6.0,12.0,8.0,2.0
3942,2018-08-12,6,23,8.0,10.0,2.0,4.0,6.0,6.0,0,A,5.8,4.33,1.55,-2.0,-2.0
3944,2018-08-12,10,33,13.0,12.0,4.0,1.0,7.0,7.0,1,H,2.8,3.25,2.6,1.0,3.0
4326,2019-08-12,1,22,15.0,23.0,2.0,8.0,8.0,5.0,0,A,4.2,3.9,1.8,-8.0,-6.0
4327,2019-08-12,27,33,12.0,19.0,6.0,4.0,3.0,12.0,1,H,2.6,3.2,2.8,-7.0,2.0
4329,2019-08-12,8,42,13.0,13.0,4.0,5.0,3.0,4.0,1,D,2.7,3.1,2.8,0.0,-1.0
4328,2019-08-12,28,32,14.0,9.0,4.0,3.0,9.0,1.0,2,A,2.9,3.5,2.38,5.0,1.0
582,2002-09-01,33,23,9.0,7.0,7.0,4.0,5.0,6.0,1,H,4.0,3.4,1.72,2.0,3.0
6435,2010-09-01,0,16,6.0,9.0,5.0,5.0,6.0,8.0,1,D,1.4,4.5,8.0,-3.0,0.0
6436,2010-09-01,2,25,6.0,14.0,5.0,10.0,2.0,12.0,2,D,6.0,3.8,1.57,-8.0,-5.0
628,2002-09-02,17,3,13.0,10.0,8.0,6.0,5.0,2.0,2,H,1.9,3.0,3.75,3.0,2.0
627,2002-09-02,15,35,9.0,8.0,4.0,4.0,7.0,8.0,1,A,2.2,3.2,2.8,1.0,0.0
626,2002-09-02,5,40,4.0,9.0,3.0,2.0,4.0,10.0,2,H,2.25,3.1,2.8,-5.0,1.0
625,2002-09-02,1,12,7.0,9.0,3.0,3.0,3.0,8.0,2,D,2.5,3.1,2.5,-2.0,0.0
630,2002-09-02,26,21,10.0,10.0,5.0,6.0,7.0,4.0,0,D,3.0,3.2,2.1,0.0,-1.0
629,2002-09-02,20,23,4.0,14.0,2.0,11.0,7.0,9.0,0,A,3.4,3.25,1.9,-10.0,-9.0
631,2002-09-02,27,33,16.0,11.0,10.0,4.0,5.0,4.0,2,H,1.5,3.4,6.0,5.0,6.0
632,2002-09-02,37,22,12.0,7.0,4.0,6.0,8.0,8.0,2,H,1.36,3.75,8.0,5.0,-2.0
5734,2008-09-02,40,2,18.0,5.0,10.0,3.0,7.0,4.0,1,D,1.73,3.2,4.33,13.0,7.0
5733,2008-09-02,35,41,9.0,21.0,4.0,11.0,2.0,8.0,2,H,2.1,3.1,3.1,-12.0,-7.0
5732,2008-09-02,26,17,11.0,10.0,6.0,5.0,7.0,3.0,2,H,1.73,3.2,4.33,1.0,1.0
5731,2008-09-02,16,31,11.0,14.0,6.0,5.0,8.0,8.0,1,H,1.5,3.4,6.0,-3.0,1.0
5730,2008-09-02,15,37,10.0,13.0,6.0,8.0,7.0,9.0,1,A,6.0,3.4,1.5,-3.0,-2.0
5729,2008-09-02,5,29,19.0,7.0,10.0,4.0,5.0,2.0,1,A,2.5,3.1,2.5,12.0,6.0
5728,2008-09-02,1,27,13.0,5.0,8.0,3.0,7.0,5.0,0,H,1.73,3.2,4.33,8.0,5.0
6483,2010-09-02,41,34,16.0,10.0,11.0,6.0,9.0,5.0,2,D,2.15,3.2,3.5,6.0,5.0
6482,2010-09-02,29,35,12.0,7.0,6.0,2.0,8.0,4.0,0,D,2.3,3.2,3.2,5.0,4.0
6480,2010-09-02,17,9,16.0,10.0,12.0,3.0,6.0,2.0,2,H,1.73,3.4,5.25,6.0,9.0
6481,2010-09-02,24,5,8.0,11.0,4.0,5.0,6.0,3.0,2,H,1.44,4.2,7.5,-3.0,-1.0
1767,2013-09-02,36,30,13.0,14.0,12.0,8.0,5.0,2.0,2,H,1.91,3.3,4.2,-1.0,4.0
1766,2013-09-02,35,0,12.0,18.0,7.0,9.0,11.0,2.0,0,A,4.2,3.3,1.91,-6.0,-2.0
1764,2013-09-02,33,24,13.0,7.0,7.0,4.0,6.0,6.0,2,H,5.5,3.6,1.67,6.0,3.0
1763,2013-09-02,28,17,15.0,7.0,8.0,5.0,3.0,4.0,1,D,2.3,3.2,3.2,8.0,3.0
1762,2013-09-02,12,41,25.0,13.0,17.0,10.0,10.0,6.0,2,H,1.36,4.5,9.0,12.0,7.0
1765,2013-09-02,34,31,13.0,5.0,10.0,4.0,11.0,3.0,1,H,1.95,3.1,4.5,8.0,6.0
1768,2013-09-02,37,27,16.0,9.0,9.0,7.0,11.0,5.0,1,H,1.7,3.4,5.5,7.0,2.0
2140,2014-09-02,25,17,31.0,6.0,9.0,3.0,10.0,1.0,0,D,1.22,5.0,21.0,25.0,6.0
2141,2014-09-02,37,16,8.0,11.0,2.0,3.0,9.0,7.0,1,H,2.15,3.0,3.75,-3.0,-1.0
4724,2003-09-02,27,0,6.0,18.0,4.0,10.0,6.0,7.0,0,D,2.62,3.2,2.3,-12.0,-6.0
4723,2003-09-02,25,24,15.0,9.0,8.0,6.0,10.0,4.0,2,D,1.44,3.6,6.5,6.0,2.0
4043,2019-09-02,14,40,25.0,6.0,5.0,4.0,10.0,4.0,0,D,2.15,3.4,3.6,19.0,1.0
4044,2019-09-02,17,25,15.0,15.0,3.0,7.0,5.0,4.0,0,A,5.5,4.2,1.62,0.0,-4.0
4046,2019-09-02,23,6,20.0,12.0,9.0,2.0,8.0,5.0,2,H,1.2,7.0,15.0,8.0,7.0
4045,2019-09-02,18,0,15.0,9.0,6.0,4.0,5.0,0.0,0,A,5.8,4.2,1.6,6.0,2.0
4047,2019-09-02,33,10,14.0,6.0,7.0,3.0,8.0,2.0,1,A,1.75,3.7,5.0,8.0,4.0
4042,2019-09-02,8,9,16.0,9.0,6.0,5.0,9.0,3.0,0,A,2.05,3.3,4.0,7.0,1.0
4048,2019-09-02,38,16,7.0,9.0,2.0,4.0,8.0,2.0,1,H,2.35,3.4,3.1,-2.0,-2.0
4423,2020-09-02,32,6,16.0,10.0,6.0,2.0,8.0,4.0,1,H,1.73,3.4,5.5,6.0,4.0
663,2002-09-03,22,11,10.0,11.0,5.0,6.0,11.0,5.0,1,D,2.75,3.25,2.2,-1.0,-1.0
5761,2008-09-03,35,16,9.0,7.0,6.0,6.0,3.0,4.0,1,A,3.2,3.2,2.0,2.0,0.0
5763,2008-09-03,41,0,6.0,10.0,3.0,6.0,8.0,5.0,1,D,5.0,3.5,1.57,-4.0,-3.0
5762,2008-09-03,37,40,18.0,8.0,11.0,4.0,8.0,4.0,2,H,1.8,3.3,3.75,10.0,7.0
6517,2010-09-03,35,5,12.0,7.0,7.0,2.0,2.0,7.0,2,H,2.0,3.2,3.2,5.0,5.0
6516,2010-09-03,29,2,11.0,10.0,8.0,6.0,5.0,6.0,0,A,2.15,3.2,2.9,1.0,2.0
1039,2011-09-03,16,2,17.0,5.0,11.0,3.0,9.0,1.0,1,D,1.57,3.6,6.5,12.0,8.0
1792,2013-09-03,28,33,3.0,15.0,2.0,7.0,1.0,7.0,1,D,2.5,3.1,2.9,-12.0,-5.0
1793,2013-09-03,30,35,15.0,7.0,8.0,3.0,4.0,5.0,1,H,2.3,3.1,3.3,8.0,5.0
1794,2013-09-03,31,1,10.0,18.0,4.0,7.0,6.0,1.0,0,A,2.5,3.1,2.9,-8.0,-3.0
1795,2013-09-03,39,36,12.0,9.0,6.0,4.0,3.0,3.0,1,H,2.4,3.1,3.1,3.0,2.0
4080,2019-09-03,10,40,16.0,9.0,7.0,2.0,7.0,5.0,2,H,3.4,3.4,2.15,7.0,5.0
4086,2019-09-03,33,37,12.0,16.0,4.0,5.0,1.0,10.0,0,H,4.2,3.7,1.85,-4.0,-1.0
4085,2019-09-03,27,16,19.0,7.0,7.0,3.0,8.0,2.0,0,H,2.75,3.1,2.75,12.0,4.0
4084,2019-09-03,24,38,19.0,2.0,9.0,1.0,9.0,1.0,1,H,1.14,8.0,19.0,17.0,8.0
4083,2019-09-03,22,17,18.0,6.0,8.0,3.0,6.0,5.0,2,H,1.57,4.2,5.8,12.0,5.0
4082,2019-09-03,18,6,8.0,8.0,1.0,5.0,6.0,5.0,0,A,3.4,3.2,2.25,0.0,-4.0
4081,2019-09-03,14,8,15.0,4.0,3.0,3.0,8.0,0.0,0,A,1.83,3.4,4.75,11.0,0.0
4458,2020-09-03,22,1,15.0,4.0,7.0,1.0,9.0,0.0,2,H,1.38,5.0,8.0,11.0,6.0
312,2001-09-04,26,35,12.0,12.0,6.0,4.0,3.0,2.0,1,D,2.5,3.1,2.5,0.0,2.0
5151,2006-09-04,23,5,17.0,7.0,7.0,4.0,3.0,2.0,2,H,1.5,3.4,6.0,10.0,3.0
5152,2006-09-04,25,0,14.0,10.0,8.0,3.0,5.0,3.0,1,H,1.9,3.1,3.6,4.0,5.0
5153,2006-09-04,26,27,13.0,14.0,8.0,5.0,6.0,5.0,0,A,2.25,3.2,2.75,-1.0,3.0
5150,2006-09-04,12,40,14.0,6.0,5.0,4.0,5.0,5.0,2,H,1.25,4.5,10.0,8.0,1.0
5149,2006-09-04,1,39,6.0,7.0,3.0,4.0,6.0,10.0,1,D,2.0,3.1,3.3,-1.0,-1.0
5526,2007-09-04,5,16,7.0,9.0,4.0,7.0,7.0,7.0,1,D,2.0,3.2,3.2,-2.0,-3.0
5527,2007-09-04,11,31,8.0,14.0,5.0,6.0,1.0,11.0,1,D,2.2,3.3,2.7,-6.0,-1.0
5528,2007-09-04,17,24,12.0,7.0,5.0,5.0,7.0,4.0,0,A,2.15,3.2,2.9,5.0,0.0
5529,2007-09-04,27,0,8.0,6.0,4.0,2.0,3.0,6.0,1,D,3.4,3.25,1.9,2.0,2.0
5530,2007-09-04,38,29,15.0,10.0,10.0,6.0,6.0,2.0,2,H,2.7,3.3,2.2,5.0,4.0
5525,2007-09-04,1,41,13.0,2.0,7.0,1.0,13.0,1.0,0,D,1.9,3.1,3.6,11.0,6.0
1061,2011-09-04,5,40,23.0,14.0,12.0,8.0,5.0,10.0,2,H,2.25,3.2,3.2,9.0,4.0
1066,2011-09-04,42,16,11.0,9.0,7.0,6.0,13.0,6.0,0,A,2.62,3.0,2.9,2.0,1.0
1065,2011-09-04,37,34,9.0,10.0,8.0,5.0,10.0,5.0,2,H,1.8,3.25,5.0,-1.0,3.0
1064,2011-09-04,35,39,7.0,12.0,4.0,8.0,5.0,2.0,2,A,2.3,3.2,3.2,-5.0,-4.0
1063,2011-09-04,25,17,16.0,12.0,12.0,5.0,8.0,3.0,2,H,1.5,3.75,7.5,4.0,7.0
1062,2011-09-04,12,41,21.0,11.0,13.0,7.0,10.0,5.0,1,H,1.25,5.0,15.0,10.0,6.0
1060,2011-09-04,3,2,15.0,6.0,5.0,5.0,8.0,2.0,1,D,2.05,3.1,4.0,9.0,0.0
1451,2012-09-04,1,34,7.0,7.0,3.0,3.0,5.0,4.0,2,D,2.25,3.1,3.4,0.0,0.0
1452,2012-09-04,16,35,22.0,3.0,12.0,0.0,5.0,2.0,1,H,1.83,3.3,4.6,19.0,12.0
1453,2012-09-04,17,12,11.0,12.0,9.0,4.0,7.0,11.0,0,D,3.4,3.2,2.2,-1.0,5.0
1455,2012-09-04,37,28,13.0,12.0,9.0,6.0,10.0,3.0,1,A,1.3,5.5,9.0,1.0,3.0
1454,2012-09-04,27,5,8.0,9.0,4.0,6.0,6.0,5.0,1,H,1.53,4.0,6.0,-1.0,-2.0
2970,2016-09-04,40,0,19.0,11.0,7.0,6.0,7.0,4.0,1,D,3.5,3.6,2.0,8.0,1.0
2969,2016-09-04,38,16,13.0,12.0,5.0,7.0,7.0,6.0,1,D,3.5,3.25,2.15,1.0,-2.0
2968,2016-09-04,36,12,12.0,8.0,6.0,2.0,1.0,9.0,2,H,3.8,3.3,2.0,4.0,4.0
2967,2016-09-04,33,27,20.0,5.0,6.0,3.0,11.0,2.0,2,H,1.57,3.75,6.5,15.0,3.0
2966,2016-09-04,24,39,13.0,13.0,4.0,2.0,8.0,8.0,1,H,1.33,4.8,10.0,0.0,2.0
2965,2016-09-04,14,28,13.0,13.0,6.0,4.0,10.0,4.0,1,H,2.0,3.4,3.8,0.0,2.0
2964,2016-09-04,1,6,6.0,12.0,1.0,3.0,3.0,8.0,0,A,3.5,3.25,2.15,-6.0,-2.0
3341,2017-09-04,16,22,12.0,6.0,7.0,4.0,4.0,6.0,2,H,1.75,3.5,5.0,6.0,3.0
3342,2017-09-04,35,25,9.0,18.0,4.0,9.0,4.0,5.0,0,A,10.0,4.5,1.36,-9.0,-5.0
5574,2007-09-05,12,25,15.0,5.0,10.0,0.0,8.0,1.0,1,D,2.2,3.1,2.87,10.0,10.0
6213,2009-09-05,39,41,12.0,11.0,10.0,4.0,5.0,3.0,1,H,2.38,3.25,3.0,1.0,6.0
6208,2009-09-05,3,29,8.0,7.0,6.0,4.0,4.0,3.0,2,H,2.0,3.2,4.0,1.0,2.0
6214,2009-09-05,40,23,8.0,16.0,3.0,9.0,2.0,4.0,0,A,6.0,4.0,1.53,-8.0,-6.0
6212,2009-09-05,19,34,14.0,10.0,5.0,2.0,5.0,3.0,0,A,2.1,3.2,3.6,4.0,3.0
6211,2009-09-05,17,1,15.0,7.0,11.0,2.0,7.0,5.0,1,H,2.62,3.3,2.62,8.0,9.0
6210,2009-09-05,16,37,13.0,4.0,5.0,2.0,4.0,5.0,1,D,2.3,3.2,3.2,9.0,3.0
6209,2009-09-05,5,35,8.0,15.0,4.0,4.0,10.0,3.0,1,D,2.15,3.2,3.5,-7.0,0.0
6616,2010-09-05,40,24,12.0,17.0,8.0,6.0,4.0,3.0,1,D,4.33,3.5,1.83,-5.0,2.0
6617,2010-09-05,42,35,14.0,11.0,7.0,5.0,4.0,1.0,1,H,2.3,3.2,3.2,3.0,2.0
6608,2010-09-05,0,17,16.0,5.0,11.0,2.0,5.0,2.0,2,H,1.17,7.0,15.0,11.0,9.0
6609,2010-09-05,1,3,16.0,9.0,12.0,3.0,11.0,5.0,1,A,1.53,4.0,6.0,7.0,9.0
6610,2010-09-05,5,2,14.0,10.0,8.0,5.0,3.0,6.0,2,H,2.2,3.25,3.3,4.0,3.0
6611,2010-09-05,9,37,16.0,16.0,12.0,11.0,5.0,6.0,0,H,7.0,4.0,1.5,0.0,1.0
6612,2010-09-05,12,41,17.0,4.0,10.0,3.0,2.0,3.0,2,H,1.1,9.0,21.0,13.0,7.0
6615,2010-09-05,25,34,18.0,4.0,13.0,4.0,10.0,2.0,2,H,1.11,8.5,21.0,14.0,9.0
6614,2010-09-05,19,23,11.0,19.0,6.0,7.0,2.0,6.0,1,D,6.0,4.0,1.53,-8.0,-1.0
6613,2010-09-05,16,29,21.0,10.0,13.0,4.0,14.0,1.0,1,H,1.29,5.5,10.0,11.0,9.0
1110,2011-09-05,17,23,10.0,16.0,7.0,11.0,6.0,5.0,0,A,2.8,3.2,2.5,-6.0,-4.0
2622,2015-09-05,16,35,22.0,10.0,4.0,3.0,15.0,1.0,1,A,1.73,3.5,5.0,12.0,1.0
2625,2015-09-05,27,39,15.0,8.0,5.0,3.0,7.0,2.0,1,D,2.62,3.1,2.8,7.0,2.0
2623,2015-09-05,19,9,21.0,8.0,3.0,2.0,9.0,3.0,1,A,1.95,3.4,4.0,13.0,1.0
2621,2015-09-05,14,25,13.0,13.0,4.0,4.0,7.0,6.0,0,A,4.33,3.3,1.91,0.0,0.0
2626,2015-09-05,34,37,17.0,9.0,9.0,3.0,6.0,8.0,2,H,2.8,3.1,2.62,8.0,6.0
2624,2015-09-05,22,33,10.0,10.0,3.0,3.0,4.0,8.0,2,H,2.62,3.1,2.8,0.0,0.0
2620,2015-09-05,1,40,15.0,5.0,5.0,1.0,2.0,6.0,2,H,1.95,3.4,4.0,10.0,4.0
3776,2018-09-05,12,18,22.0,3.0,5.0,2.0,9.0,0.0,1,D,1.17,8.0,17.0,19.0,3.0
3779,2018-09-05,37,27,11.0,14.0,7.0,3.0,6.0,4.0,1,H,1.17,8.0,17.0,-3.0,4.0
3778,2018-09-05,24,8,19.0,6.0,7.0,3.0,4.0,3.0,2,H,1.12,10.0,21.0,13.0,4.0
3777,2018-09-05,22,0,19.0,14.0,10.0,7.0,6.0,6.0,2,H,3.6,3.75,2.0,5.0,3.0
2657,2015-09-08,0,40,22.0,8.0,6.0,4.0,5.0,4.0,0,A,1.3,5.0,11.0,14.0,2.0
2658,2015-09-08,27,33,9.0,15.0,4.0,5.0,6.0,6.0,1,D,2.7,3.1,2.7,-6.0,-1.0
2659,2015-09-08,34,23,7.0,8.0,1.0,3.0,3.0,5.0,1,A,3.3,3.1,2.3,-1.0,-2.0
4171,2019-09-08,23,28,15.0,12.0,7.0,5.0,11.0,2.0,2,H,1.12,8.5,21.0,3.0,2.0
46,2000-09-09,27,12,10.0,10.0,4.0,3.0,5.0,6.0,1,D,2.4,3.25,2.5,0.0,1.0
45,2000-09-09,26,16,9.0,12.0,5.0,9.0,7.0,7.0,2,A,1.83,3.3,3.6,-3.0,-4.0
44,2000-09-09,25,35,15.0,5.0,7.0,1.0,4.0,4.0,2,H,1.25,4.5,10.0,10.0,6.0
40,2000-09-09,13,21,9.0,11.0,1.0,5.0,6.0,6.0,1,D,3.0,3.2,2.1,-2.0,-4.0
42,2000-09-09,22,33,17.0,9.0,6.0,5.0,10.0,6.0,1,H,1.66,3.4,4.33,8.0,1.0
41,2000-09-09,20,1,15.0,5.0,5.0,2.0,5.0,3.0,0,A,2.75,3.2,2.25,10.0,3.0
39,2000-09-09,7,0,9.0,18.0,5.0,11.0,4.0,10.0,2,D,4.5,3.5,1.61,-9.0,-6.0
43,2000-09-09,23,24,14.0,9.0,8.0,7.0,9.0,4.0,2,H,1.36,3.75,8.0,5.0,1.0
414,2001-09-09,11,17,7.0,16.0,4.0,5.0,5.0,6.0,1,D,2.5,3.1,2.5,-9.0,-1.0
415,2001-09-09,37,33,18.0,15.0,6.0,6.0,3.0,3.0,1,H,1.57,3.3,5.5,3.0,0.0
5239,2006-09-09,27,17,15.0,8.0,7.0,5.0,4.0,7.0,1,A,1.61,3.3,5.0,7.0,2.0
5240,2006-09-09,29,41,9.0,11.0,7.0,5.0,6.0,9.0,1,H,1.66,3.3,4.5,-2.0,2.0
5241,2006-09-09,32,3,14.0,12.0,9.0,1.0,7.0,6.0,1,D,2.62,3.1,2.37,2.0,8.0
5234,2006-09-09,0,26,20.0,1.0,12.0,1.0,15.0,0.0,0,D,1.3,4.33,8.0,19.0,11.0
5235,2006-09-09,5,38,7.0,15.0,2.0,6.0,6.0,6.0,1,H,1.57,3.3,5.5,-8.0,-4.0
5237,2006-09-09,16,23,8.0,21.0,6.0,5.0,2.0,11.0,2,H,3.3,3.1,2.0,-13.0,1.0
5238,2006-09-09,25,37,10.0,9.0,5.0,4.0,5.0,4.0,2,H,1.5,3.4,6.0,1.0,1.0
5236,2006-09-09,12,11,19.0,3.0,6.0,2.0,6.0,3.0,2,H,1.16,5.5,12.0,16.0,4.0
3447,2017-09-09,34,25,10.0,18.0,5.0,8.0,5.0,11.0,1,D,7.0,4.0,1.5,-8.0,-3.0
3446,2017-09-09,33,38,9.0,12.0,1.0,3.0,7.0,4.0,0,A,1.67,3.6,5.5,-3.0,-2.0
3444,2017-09-09,22,12,8.0,16.0,2.0,6.0,2.0,9.0,0,A,4.33,3.6,1.8,-8.0,-4.0
3443,2017-09-09,16,37,12.0,15.0,1.0,6.0,7.0,3.0,0,A,3.5,3.25,2.15,-3.0,-5.0
3442,2017-09-09,8,39,12.0,12.0,6.0,3.0,2.0,6.0,2,H,2.62,2.9,3.0,0.0,3.0
3441,2017-09-09,0,6,17.0,7.0,9.0,2.0,10.0,3.0,2,H,1.36,5.0,8.0,10.0,7.0
3445,2017-09-09,24,23,13.0,10.0,7.0,3.0,8.0,3.0,2,H,1.85,3.75,4.0,3.0,4.0
5976,2008-09-11,17,27,11.0,13.0,6.0,7.0,6.0,1.0,2,H,2.38,3.25,3.0,-2.0,-1.0
5975,2008-09-11,3,12,8.0,18.0,3.0,13.0,5.0,9.0,0,A,7.5,4.2,1.44,-10.0,-10.0
5974,2008-09-11,1,26,14.0,15.0,9.0,8.0,7.0,4.0,1,A,1.67,3.8,5.0,-1.0,1.0
5977,2008-09-11,24,37,9.0,14.0,7.0,9.0,4.0,5.0,1,A,2.15,3.3,3.4,-5.0,-2.0
6354,2009-09-11,23,2,27.0,5.0,14.0,2.0,11.0,1.0,0,D,1.33,4.5,10.5,22.0,12.0
863,2010-09-11,37,35,20.0,8.0,12.0,4.0,17.0,3.0,1,D,1.57,3.8,6.0,12.0,8.0
862,2010-09-11,34,2,19.0,14.0,12.0,10.0,10.0,4.0,2,H,2.05,3.25,3.75,5.0,2.0
1995,2013-09-11,23,17,32.0,4.0,10.0,1.0,9.0,3.0,2,H,1.25,5.0,15.0,28.0,9.0
1996,2013-09-11,28,40,15.0,12.0,6.0,4.0,4.0,2.0,0,H,2.62,3.1,2.8,3.0,2.0
1997,2013-09-11,33,19,15.0,10.0,7.0,2.0,6.0,5.0,2,H,1.6,3.6,6.5,5.0,5.0
1993,2013-09-11,12,39,17.0,11.0,7.0,3.0,9.0,4.0,2,D,1.3,5.0,11.0,6.0,4.0
1992,2013-09-11,1,10,17.0,8.0,6.0,2.0,5.0,3.0,1,H,2.05,3.1,4.0,9.0,4.0
1994,2013-09-11,14,16,9.0,15.0,2.0,2.0,4.0,7.0,1,D,6.0,3.6,1.62,-6.0,0.0
2379,2014-09-11,36,0,11.0,12.0,5.0,4.0,6.0,10.0,1,H,3.5,3.1,2.2,-1.0,1.0
